ID;CIRCUIT;JOINT_E;JOINT_S;TOURNEE;POINTS;STAMP
2942;1985;2438;2440;2016_01_20 - W1MAS_LMS_200116401;*10-896-38-932-66-923-116-1025-166-994-216-1038-266-931-316-947-366-889-416-943-466-934-515-997-564-1011-615-1133-667-1173-717-1292-767-1267-816-1280-866-1154-916-1149-967-1066-1016-1118-1065-1109-1116-1253-1167-1321-1217-1533-1268-1581-1318-1629-1368-1439-1418-1380-1468-1221-1518-1247-1568-1207-1618-1353-1669-1447-1719-1760-1769-1936-1819-2114-1869-1829-1919-1651-1969-1438-2019-1410-2069-1345-2119-1501-2169-1621-2217-2050-2266-2359-2293-2638-2321-2794;0
2943;1985;2440;2438;2021_14828;*14-935-41-981-68-985-117-1107-166-1087-215-1094-265-974-314-959-364-892-414-915-464-926-513-1038-563-1083-613-1229-663-1272-713-1393-763-1340-813-1326-863-1189-912-1180-962-1103-1011-1171-1061-1188-1111-1366-1161-1457-1210-1673-1260-1686-1310-1684-1360-1469-1410-1399-1461-1259-1510-1291-1559-1280-1608-1450-1658-1581-1708-1930-1759-2078-1808-2163-1858-1854-1907-1679-1957-1440-2006-1425-2056-1370-2106-1524-2156-1657-2206-2096-2257-2489-2284-2692-2312-2824;17707647
2944;1986;1192;2433;2021_15220;*15-838-48-811-82-726-132-781-183-686-232-787-282-774-332-947-382-903-432-951-482-797-532-818-582-743-632-945-682-1042-732-1333-782-1089-832-997-882-802-932-930-982-995-1018-1328-1055-1677;17710759
2945;1987;2432;1082;2021_15304;*10-720-54-811-98-744-148-813-198-758-248-872-298-846-348-976-398-893-447-930-497-866-547-902-597-871-647-1069-697-1212-747-1455-797-1248-847-1179-897-982-947-1054-998-1050-1038-1293-1078-1522;17711678
2946;1988;1198;2434;2021_15220;*18-891-56-1117-95-969-145-856-195-650-245-702-295-700-338-981-381-1277;17710759
2947;1989;1463;1414;2021_14827;*15-1214-49-1256-83-1188-134-1157-185-1020-234-1009-284-943-334-1008-384-1030-433-1196-483-1306-533-1519-583-1496-633-1419-683-1201-732-1148-782-1045-832-1103-882-1122-931-1326-981-1488-1031-1878-1081-1965-1131-1801-1181-1435-1230-1304-1280-1139-1330-1155-1381-1150-1430-1316-1479-1478-1515-1847-1552-2177;17707643
2948;1989;1414;1463;2020_14291;*15-1100-50-1035-86-946-135-908-184-834-235-853-286-852-336-951-386-1018-436-1207-486-1269-536-1344-586-1161-636-1103-686-957-736-922-786-922-836-964-886-1091-936-1230-986-1313-1036-1480-1086-1426-1136-1278-1186-1159-1236-1087-1286-1021-1336-1041-1386-1064-1436-1215-1487-1540-1523-1537-1559-2241;17702247
2949;1990;2435;1199;2020_14288;*10-722-50-792-90-821-127-1008-164-1180;17702222
2950;1990;1199;2435;2019_13752;*15-799-54-911-93-1008-133-1198-173-1256;17696533
2951;1991;2441;994;2021_15297;*10-811-41-820-72-786-122-911-173-880-223-967-273-874-323-918-373-832-423-931-473-898-523-1050-573-1033-623-1121-673-988-723-1005-774-911-823-1052-873-1037-923-1244-973-1239-1023-1289-1073-1088-1123-1116-1173-1025-1223-1186-1273-1223-1302-1400-1331-1518;17711768
2952;1991;994;2441;2021_14828;*21-842-47-893-73-871-123-1000-173-895-222-876-272-753-322-802-372-783-422-962-472-1041-521-1189-571-1019-621-963-671-827-720-876-770-869-820-1119-870-1294-920-1455-970-1157-1019-1061-1069-879-1118-949-1168-975-1218-1336-1269-1697-1301-1821-1333-1679;17707647
2953;1992;2442;1205;2021_14827;*10-952-41-900-73-808-122-838-172-757-222-900-272-910-321-1109-371-993-421-996-471-835-520-942-570-911-620-1189-670-1234-720-1231-770-978-819-985-869-894-919-1135-969-1288-1018-1719-1068-1349-1118-1218-1168-977-1217-1105-1267-1150-1292-1433-1317-1766;17707646
2954;1992;1205;2442;2021_15261;*15-938-44-871-74-754-124-810-174-754-224-946-274-978-324-1167-374-949-424-942-474-787-523-916-573-953-578-976-*584-1022-594-986-*604-1119-639-1265-674-1227-724-1267-774-993-824-1044-874-956-924-1232-974-1336-1024-1628-1074-1272-1124-1226-1174-1020-1224-1200-1274-1270-1303-1608-1333-1884;17711314
2955;1993;2443;1051;2017_06_12 - LBPLD_RES_120617656;*10-794-53-748-97-692-148-733-200-738-249-839-298-941-348-1211-399-1396-449-1322-499-1047-549-934-600-798-648-801-697-781-747-893-798-1014-840-1307-883-1624;736501
2956;1993;1051;2443;2020_14291;*14-731-57-727-101-705-150-783-200-840-249-1025-299-1153-349-1283-400-1155-450-1032-500-858-550-816-601-765-650-817-700-882-750-1085-801-1276-841-1553-881-1676;17702247
2957;1994;2444;1207;2021_14827;*10-618-54-630-98-616-148-886-198-1121-247-1216-297-822-347-750-398-630-447-768-496-900-510-1068-*525-1253-545-1551-*566-1686-581-1546-597-1416-648-1006-699-701-747-724-795-736-833-1010-871-1468;17707646
2958;1994;1207;2444;2016_01_20 - W1LMS_PMP_200116402;*15-672-58-709-101-666-150-845-199-889-249-1000-299-788-349-791-400-685-449-839-499-885-549-1228-600-1111-649-994-699-781-749-856-800-833-842-1138-884-1482;0
2959;1995;2439;2445;2021_14993;*10-927-39-912-68-893-117-912-166-836-216-866-266-820-316-909-366-918-416-1058-466-1066-515-1115-565-1019-616-1013-667-924-716-979-766-977-815-1127-865-1187-915-1348-966-1270-1016-1246-1066-1088-1116-1096-1166-1041-1216-1164-1266-1217-1316-1467-1366-1522-1415-1591-1465-1382-1515-1312-1566-1149-1616-1208-1666-1205-1716-1456-1766-1640-1816-1947-1866-1813-1916-1674-1966-1404-2015-1362-2065-1271-2115-1443-2166-1577-2217-2113-2268-2339-2289-2376-2311-2347;17709591
2960;1995;2445;2439;2017_07_17 - LBLMS_PMP_170717735;*10-913-38-926-66-887-116-936-166-840-216-872-266-814-316-881-366-884-416-995-466-1012-516-1108-566-992-615-1031-665-907-715-991-766-986-816-1105-866-1155-916-1319-966-1238-1015-1259-1065-1101-1115-1114-1165-1041-1215-1155-1265-1192-1315-1432-1365-1496-1415-1627-1466-1391-1515-1324-1565-1157-1614-1214-1664-1181-1715-1421-1766-1586-1815-1922-1865-1861-1915-1764-1965-1412-2015-1374-2065-1259-2115-1434-2165-1505-2215-2081-2266-2342-2291-2490-2317-2452;736551
2961;1996;2440;2446;2017_06_12 - LBPLD_RES_120617656;*10-911-37-905-65-837-115-917-165-879-215-1030-265-1020-315-1125-365-1022-414-1049-464-950-514-1040-565-1029-615-1191-665-1207-714-1355-764-1207-814-1250-864-1064-914-1169-964-1164-1014-1389-1064-1412-1114-1626-1164-1432-1214-1416-1264-1238-1314-1351-1364-1322-1414-1649-1464-1612-1514-1864-1564-1570-1614-1557-1664-1343-1714-1490-1764-1495-1814-1935-1864-2109-1914-2224-1964-1799-2014-1747-2064-1501-2114-1711-2164-1791-2214-2488-2264-2807-2289-2821-2314-2703;736508
2962;1996;2446;2440;2021_14828;*17-879-41-870-65-818-114-907-164-867-214-976-264-929-313-1023-363-942-413-1009-463-927-513-1015-563-974-612-1117-662-1082-712-1197-762-1097-811-1165-861-1059-911-1164-961-1117-1011-1294-1061-1270-1111-1408-1161-1261-1210-1345-1260-1200-1310-1322-1360-1278-1409-1510-1459-1524-1509-1677-1559-1507-1608-1550-1658-1375-1708-1501-1758-1484-1807-1778-1857-1802-1906-1952-1956-1753-2006-1691-2056-1471-2106-1649-2156-1730-2192-2136-*2228-2576-2242-2611-2256-2537-2283-2608-2310-2496;17707647
2963;1997;2445;2447;2021_14993;*16-886-40-850-64-812-114-897-164-827-214-947-264-889-314-999-365-909-414-997-464-911-514-1051-564-1003-614-1137-665-1045-714-1131-764-1024-814-1158-864-1095-914-1296-964-1218-1014-1327-1064-1163-1114-1286-1164-1213-1214-1440-1264-1390-1314-1578-1364-1375-1414-1455-1464-1284-1514-1509-1564-1479-1614-1793-1664-1680-1714-1728-1764-1451-1814-1587-1864-1517-1914-1899-1964-1923-2014-2139-2064-1737-2114-1760-2164-1582-2214-1930-2264-2027-2286-2361-2309-2555;17709591
2964;1997;2447;2445;2021_15298;*10-821-37-812-65-735-115-818-165-744-215-867-265-828-315-954-365-848-415-935-465-849-515-963-565-949-615-1078-665-975-715-1062-765-935-815-1046-866-981-916-1206-966-1107-1015-1290-1065-1118-1115-1199-1166-1116-1216-1280-1266-1218-1315-1475-1365-1337-1415-1394-1465-1202-1515-1373-1566-1377-1615-1625-1665-1558-1674-1546-*1683-1572-1689-1583-*1696-1595-1730-1676-1765-1341-1815-1466-1865-1379-1915-1706-1965-1751-2015-2104-2066-1680-2116-1673-2166-1439-2216-1734-2266-1904-2291-2076-2317-2302;17711768
2965;1998;2446;2441;2017_06_12 - LBPLD_RES_120617656;*10-959-41-997-72-990-123-1105-174-1109-224-1166-274-1094-323-1101-373-1013-423-1037-473-996-523-1078-573-1100-622-1257-672-1315-722-1434-772-1363-822-1333-872-1181-922-1163-972-1087-1022-1161-1072-1186-1122-1381-1173-1497-1222-1723-1272-1725-1321-1711-1371-1476-1421-1402-1471-1259-1521-1289-1571-1274-1621-1446-1671-1568-1721-1916-1771-2076-1821-2211-1871-1926-1921-1732-1971-1464-2021-1434-2071-1358-2120-1490-2170-1602-2221-2021-2272-2437-2303-2739-2334-2888;736508
2966;1998;2441;2446;2021_14828;*15-1084-45-1121-76-1126-124-1249-173-1248-222-1305-272-1214-322-1203-372-1101-421-1122-471-1086-521-1177-571-1207-621-1377-671-1435-721-1558-771-1478-820-1441-870-1279-920-1262-970-1182-1019-1263-1069-1292-1118-1498-1168-1630-1218-1876-1268-1864-1318-1817-1368-1558-1418-1480-1468-1340-1517-1381-1567-1377-1616-1569-1666-1714-1716-2094-1766-2230-1816-2325-1866-1986-1915-1792-1965-1527-2014-1496-2064-1429-2114-1575-2164-1706-2213-2152-2263-2586-2295-2908-2328-3074;17707647
2967;1999;2447;2442;2014_05_23 - VNPLD_LMS_230514465;*10-941-43-959-76-937-125-978-174-909-224-952-274-897-324-982-374-968-424-1090-474-1075-524-1168-574-1090-624-1129-674-1029-724-1101-774-1063-824-1199-874-1201-924-1349-975-1303-1025-1352-1075-1217-1125-1249-1176-1160-1225-1275-1275-1293-1325-1542-1375-1606-1425-1739-1475-1564-1525-1498-1575-1295-1625-1344-1675-1294-1725-1525-1775-1660-1825-2044-1875-2023-1925-1960-1975-1585-2025-1525-2075-1367-2125-1507-2175-1574-2225-2055-2276-2397-2304-2602-2333-2600;0
2968;1999;2442;2447;2014_06_23 - LBLMS_PMP_230614547;*10-1046-42-985-74-935-124-977-174-891-224-924-274-876-324-967-374-970-424-1112-474-1119-524-1192-574-1088-624-1082-674-978-724-1037-774-1017-824-1175-874-1227-924-1406-974-1340-1024-1342-1074-1167-1123-1174-1173-1093-1223-1213-1274-1254-1324-1514-1374-1604-1424-1730-1474-1539-1524-1462-1574-1275-1624-1323-1674-1290-1724-1540-1775-1720-1824-2139-1874-2095-1924-1968-1974-1564-2024-1491-2074-1343-2124-1495-2174-1604-2224-2060-2274-2657-2306-2781-2338-2646;0
2969;2000;1466;2448;2019_13847;*10-1135-38-1198-66-1166-115-1222-165-1138-215-1135-266-1042-315-1072-365-1037-415-1131-465-1158-515-1315-565-1352-615-1468-665-1391-715-1370-765-1229-815-1225-865-1146-915-1227-965-1248-1015-1446-1065-1550-1114-1773-1164-1761-1215-1721-1266-1475-1316-1417-1366-1286-1415-1346-1465-1347-1515-1559-1565-1703-1615-2076-1666-2182-1715-2209-1765-1854-1815-1685-1865-1449-1915-1442-1965-1392-2015-1567-2065-1728-2115-2244-2166-2712-2192-2943-2218-3016;17697371
2970;2000;2448;1466;2021_14828;*14-1188-40-1220-66-1189-115-1232-165-1131-215-1112-265-1022-314-1053-364-1029-414-1132-464-1176-513-1347-563-1397-613-1498-663-1395-713-1346-763-1195-812-1189-862-1123-912-1214-962-1254-1012-1474-1063-1599-1112-1806-1161-1754-1211-1685-1261-1438-1310-1374-1360-1251-1410-1313-1460-1331-1509-1543-1559-1713-1609-2093-1659-2178-1708-2178-1758-1801-1808-1631-1858-1408-1907-1411-1957-1375-2007-1560-2057-1711-2108-2252-2159-2655-2182-2803-2205-2875;17707647
2971;2001;1467;2449;2021_14827;*14-868-40-883-67-802-116-811-165-748-215-818-265-831-314-983-364-1031-414-1116-464-1009-514-984-564-872-613-911-663-902-712-1045-762-1131-812-1315-862-1267-912-1253-962-1072-1011-1073-1061-1000-1110-1117-1159-1186-1209-1478-1260-1586-1310-1667-1360-1412-1409-1345-1459-1159-1509-1209-1559-1199-1609-1448-1659-1641-1708-2063-1758-1976-1808-1783-1858-1401-1907-1343-1957-1217-2007-1375-2057-1498-2108-2092-2159-2659-2186-2759-2213-2614;17707646
2972;2001;2449;1467;2019_13752;*10-866-38-840-66-811-116-865-167-841-217-932-267-928-317-1022-367-984-417-1026-468-948-518-982-568-932-618-1018-668-1016-718-1158-769-1164-819-1249-869-1157-919-1175-970-1074-1021-1134-1072-1096-1121-1236-1171-1272-1221-1489-1271-1471-1321-1508-1371-1327-1421-1304-1472-1196-1522-1257-1572-1260-1622-1513-1672-1675-1722-1957-1772-1821-1822-1725-1873-1415-1923-1390-1973-1306-2023-1489-2074-1622-2124-2224-2174-2493-2193-2561-2213-2478;17696533
2973;2002;2448;2450;2021_15297;*10-918-49-969-88-859-138-928-189-851-239-950-289-944-338-1062-388-1033-438-1135-489-986-539-1051-589-1014-639-1130-689-1179-739-1310-789-1259-839-1283-889-1110-938-1204-988-1135-1038-1336-1089-1362-1139-1620-1189-1514-1239-1529-1289-1303-1339-1397-1389-1337-1439-1598-1489-1681-1539-2016-1589-1757-1639-1741-1689-1428-1739-1524-1790-1497-1840-1855-1890-2114-1939-2491-1989-2090-2039-1906-2089-1544-2139-1615-2190-1591-2240-2167-2290-2768-2326-3517-2363-3318;17711768
2974;2002;2450;2448;2021_14828;*17-978-52-977-88-869-137-903-187-828-237-943-287-947-337-1106-387-1066-436-1145-486-1036-535-1094-585-1031-635-1173-685-1156-735-1353-785-1266-834-1345-884-1166-934-1232-984-1158-1034-1356-1084-1380-1133-1628-1183-1530-1232-1542-1282-1300-1332-1365-1383-1289-1432-1546-1482-1633-1531-1955-1581-1798-1631-1755-1681-1450-1730-1508-1780-1447-1813-1661-*1846-1882-1858-1824-*1871-2060-1875-2016-1880-1970-1930-2433-1980-2096-2029-1940-2079-1555-2129-1638-2179-1606-2229-2099-2279-2517-2317-2971-2355-2774;17707647
2975;2003;2449;2451;2021_14993;*11-726-49-764-88-710-138-795-189-727-239-863-289-829-338-928-388-825-438-904-488-786-538-915-588-913-638-1111-688-1038-738-1081-788-947-838-1033-888-969-938-1227-988-1195-1038-1341-1088-1117-1138-1182-1188-1045-1238-1267-1288-1279-1338-1613-1388-1462-1438-1481-1488-1221-1538-1376-1588-1288-1638-1699-1688-1730-1738-1877-1789-1478-1838-1519-1888-1376-1938-1752-1988-1881-2037-2397-2087-1974-2137-1881-2188-1519-2238-1764-2288-1831-2325-2470-2363-2870;17709591
2976;2003;2451;2449;2021_15298;*10-726-49-771-88-698-138-776-188-699-238-809-289-757-338-902-388-826-438-910-488-822-537-934-587-899-637-1056-688-971-738-1061-789-909-838-1029-888-952-938-1151-988-1118-1038-1282-1089-1106-1138-1154-1188-1013-1238-1181-1288-1171-1338-1480-1389-1398-1438-1434-1488-1172-1538-1298-1589-1239-1639-1604-1689-1663-1738-1846-1788-1459-1817-1506-*1846-1483-1857-1386-*1868-1335-1878-1403-1889-1324-1939-1659-1989-1758-2038-2283-2088-2013-2138-1860-2188-1474-2238-1690-2289-1753-2327-2290-2365-2742;17711768
2977;2004;2450;2452;2012_03_13 - M1MAS_LMS_13031234  M1;*10-1098-39-1147-68-1116-117-1170-167-1079-217-1081-268-1002-317-1019-367-1023-417-1123-467-1168-517-1357-567-1420-617-1507-667-1426-717-1347-767-1165-817-1188-867-1108-917-1212-967-1227-1017-1435-1067-1508-1117-1748-1167-1716-1217-1706-1267-1469-1317-1404-1368-1264-1418-1319-1468-1328-1517-1536-1567-1690-1617-2100-1668-2249-1718-2233-1768-1833-1816-1648-1865-1345-1916-1457-1967-1378-2017-1593-2068-1758-2118-2173-2168-2669-2194-2891-2220-2978;0
2978;2004;2452;2450;2021_14828;*16-1163-42-1188-69-1166-83-1190-*97-1221-106-1145-*115-1143-140-1211-166-1140-216-1140-266-1039-309-1060-*352-1046-360-1000-368-939-376-956-*385-991-425-1130-465-1135-514-1306-564-1366-614-1477-665-1382-714-1347-764-1191-813-1195-863-1127-913-1218-963-1254-1013-1458-1063-1570-1112-1776-1162-1735-1212-1692-1262-1462-1311-1394-1361-1256-1411-1315-1461-1299-1510-1542-1560-1716-1610-2146-1660-2274-1709-2258-1759-1852-1808-1665-1858-1426-1907-1418-1957-1375-2007-1562-2058-1741-2108-2316-2158-2830-2185-3037-2213-3052;17707647
2979;2005;2451;2453;2021_14827;*10-943-42-901-74-842-123-876-172-822-222-906-272-903-321-1033-371-1043-421-1137-471-1050-521-1063-571-955-620-1002-670-963-719-1099-769-1116-819-1316-869-1285-919-1321-969-1153-1018-1141-1068-1042-1118-1156-1169-1198-1218-1471-1268-1587-1318-1719-1368-1492-1417-1403-1467-1196-1516-1236-1566-1212-1617-1463-1668-1648-1717-2035-1766-1964-1814-1852-1863-1450-1914-1471-1965-1310-2015-1464-2065-1573-2086-1777-*2108-1863-2120-2052-*2132-2302-2153-2448-2174-2583-2199-2717-2225-2612;17707646
2980;2005;2453;2451;2021_15298;*10-955-41-913-72-871-122-869-173-856-223-935-274-938-325-1091-376-1019-424-1132-473-1043-522-1066-572-970-623-1019-674-994-724-1125-774-1176-824-1341-874-1318-924-1328-974-1166-1024-1163-1074-1064-1124-1167-1174-1186-1224-1444-1274-1565-1324-1703-1374-1484-1424-1409-1475-1189-1524-1251-1574-1217-1624-1459-1674-1622-1724-2071-1774-2031-1824-1887-1874-1491-1924-1414-1974-1269-2024-1418-2075-1527-2124-2071-2174-2631-2204-2867-2235-2724;17711768
2981;2006;2452;2454;2016_01_20 - W1MAS_LMS_200116401;*10-958-36-969-62-916-112-1095-162-1113-212-1267-262-1141-312-1153-362-1013-412-1094-462-1055-512-1263-563-1305-613-1488-663-1303-713-1291-764-1099-814-1218-864-1206-914-1539-964-1629-1014-1751-1064-1442-1114-1384-1164-1194-1214-1350-1264-1418-1277-1530-*1291-1691-1301-1640-*1312-1821-1338-2018-1364-2017-1414-2059-1465-1589-1514-1502-1564-1290-1614-1477-1664-1564-1713-2260-1763-2618-1787-2569-1812-2420;0
2982;2006;2454;2452;2021_14828;*18-1001-40-1006-62-964-111-1157-161-1182-210-1334-260-1183-310-1185-360-1032-409-1123-459-1103-509-1332-559-1445-609-1617-659-1381-708-1343-758-1149-808-1255-858-1250-908-1607-958-1780-1008-1953-1058-1572-1107-1494-1157-1260-1207-1394-1257-1423-1307-1935-1357-2265-1407-2299-1457-1707-1507-1553-1557-1326-1606-1494-1656-1583-1706-2359-1756-2969-1779-2966-1803-2759;17707647
2983;2007;2454;2455;2021_15297;*16-852-44-897-72-899-122-1039-173-1095-223-1194-273-1129-323-1096-373-967-423-946-473-893-523-955-574-988-624-1143-674-1236-724-1421-774-1422-824-1391-874-1197-924-1135-974-1023-1024-1049-1074-1045-1124-1193-1174-1306-1224-1599-1274-1735-1324-1787-1374-1533-1424-1379-1474-1176-1524-1150-1574-1101-1624-1219-1674-1329-1723-1705-1772-1974-1804-2310-1837-2398;17711768
2984;2007;2455;2454;2021_14828;*23-916-55-957-87-933-130-1110-173-1145-222-1260-272-1217-321-1174-371-1041-421-1014-471-952-521-1003-571-1024-620-1172-670-1273-720-1471-770-1494-819-1469-869-1275-919-1187-969-1067-1018-1081-1068-1076-1118-1216-1168-1337-1218-1629-1268-1782-1317-1878-1367-1645-1417-1458-1467-1244-1517-1205-1567-1157-1617-1271-1667-1386-1717-1732-1768-2074-1801-2276-1834-2364;17707647
2985;2008;2453;2456;2021_14993;*10-743-33-727-56-678-106-776-156-722-206-841-256-771-306-859-356-780-406-875-456-806-506-914-556-845-606-992-656-932-706-1051-756-941-806-1051-856-955-906-1106-956-1036-1006-1201-1056-1088-1106-1211-1156-1091-1206-1230-1256-1143-1306-1309-1356-1263-1406-1468-1456-1335-1506-1380-1556-1204-1606-1428-1656-1418-1706-1795-1756-1688-1806-1709-1856-1399-1906-1540-1956-1449-2006-1857-2056-1933-2106-2182-2157-1724-2206-1749-2256-1524-2306-1874-2357-2008-2379-2322-2401-2529;17709591
2986;2008;2456;2453;2021_15298;*10-794-33-775-57-709-107-755-158-682-207-780-257-776-307-878-358-846-408-887-458-754-508-852-558-777-608-974-658-968-708-1064-758-895-808-941-858-836-908-1023-958-1062-1008-1258-1058-1143-1108-1197-1158-1056-1208-1185-1259-1118-1309-1395-1359-1372-1409-1528-1459-1271-1509-1337-1559-1184-1609-1443-1659-1495-1709-1816-1759-1654-1809-1622-1859-1337-1909-1516-1959-1520-2009-2011-2059-2052-2109-2096-2159-1648-2209-1719-2259-1566-2309-2030-2359-2259-2380-2534-2401-2719;17711768
2987;2009;2455;2457;2019_13704;*10-881-52-908-95-843-145-964-195-956-245-1116-295-1062-345-1132-395-993-445-1042-495-961-545-1108-596-1120-645-1305-695-1253-745-1313-795-1132-845-1186-896-1101-946-1293-996-1337-1046-1579-1096-1484-1145-1543-1195-1327-1245-1399-1295-1307-1345-1548-1395-1618-1445-1933-1495-1818-1545-1818-1595-1493-1645-1558-1695-1458-1745-1806-1795-1976-1836-2358-1877-2314;17696216
2988;2009;2457;2455;2021_14828;*10-842-52-850-95-784-144-909-194-918-244-1090-294-1049-343-1101-393-953-443-998-493-930-542-1099-592-1141-642-1356-692-1255-741-1258-791-1066-841-1121-891-1071-940-1254-990-1317-1040-1577-1090-1473-1140-1442-1190-1207-1239-1242-1289-1199-1339-1471-1389-1614-1439-1954-1489-1736-1538-1640-1588-1324-1638-1403-1688-1375-1737-1763-1787-2080-1828-2490-1870-2284;17707647
2989;2010;2456;2458;2021_14993;*15-852-40-845-65-842-114-887-164-820-214-838-265-774-315-821-365-805-415-909-465-922-515-1041-565-995-615-1013-665-910-715-929-765-877-815-971-865-987-915-1148-965-1175-1015-1242-1066-1118-1116-1105-1166-965-1216-1065-1266-1054-1316-1238-1366-1334-1416-1540-1466-1467-1516-1412-1566-1204-1616-1177-1666-1092-1715-1212-1765-1285-1815-1522-1866-1643-1915-1881-1965-1783-2015-1698-2065-1429-2114-1392-2164-1313-2214-1487-2264-1621-2314-2150-2365-2402-2385-2476-2405-2477;17709591
2990;2010;2458;2456;2021_15261;*10-852-36-830-62-800-112-862-163-821-213-874-263-828-312-881-362-836-412-895-462-860-512-926-562-896-612-1000-662-973-712-992-762-903-812-963-862-940-912-1071-962-1115-1012-1280-1062-1242-1112-1274-1162-1127-1212-1137-1262-1030-1312-1185-1362-1232-1412-1490-1462-1557-1512-1651-1562-1451-1612-1391-1662-1219-1712-1278-1762-1254-1812-1504-1862-1637-1912-1962-1962-1899-2012-1816-2063-1483-2113-1437-2163-1306-2213-1463-2264-1553-2313-2021-2362-2313-2389-2419-2416-2435;17711314
2991;2011;2457;2459;2021_15297;*10-931-55-1000-100-1059-150-1246-201-1310-251-1357-301-1193-351-1114-401-973-451-964-501-921-551-1010-601-1078-651-1304-701-1471-751-1701-802-1598-852-1434-902-1172-951-1104-1001-1009-1051-1066-1101-1098-1150-1321-1200-1540-1245-1988-1291-2256;17711768
2992;2011;2459;2457;2020_14291;*10-882-56-954-102-1009-151-1180-200-1238-250-1301-300-1156-350-1076-400-940-450-931-500-891-550-970-600-1019-650-1225-700-1365-750-1581-800-1507-850-1369-900-1127-950-1057-1000-956-1050-1002-1100-1025-1151-1228-1202-1423-1246-1827-1291-2051;17702247
2993;2012;2459;2460;2017_06_12 - LBPLD_RES_120617656;*10-968-44-910-79-814-129-903-180-888-230-1087-280-1158-330-1298-381-1123-431-1079-481-919-530-999-580-1001-630-1268-680-1408-730-1599-780-1312-830-1220-880-1012-930-1092-980-1092-1030-1450-1080-1746-1130-1985-1180-1529-1230-1357-1280-1097-1330-1173-1380-1206-1430-1661-1480-2219-1512-2726-1544-2558;736508
